Titre;Ville;Date début;Date de fin
Visite d'une centrale hydroelectrique ALPES HYDRO;Montsapey;2017-09-17;2017-09-17
La Grande semaine de la Petite Enfance;VOGLANS;2018-03-12;2018-03-18
Forum des métiers de Maurienne;Saint-Julien-Mont-Denis;2018-03-27;2018-03-27
La Grande semaine de la Petite Enfance;CHAMBERY;2018-03-12;2018-03-18
'Cette nuit, on mange !'  Visite guidée du musée sur le thème de l'alimentation;Moutiers;2019-05-18;2019-05-18
Visite libre.;Aime;2018-09-15;2018-09-16
Visite libre de l'église baroque de Granier.;Granier;2018-09-15;2018-09-16
Bée - Par la compagnie Naranjazul;Chambéry;2018-06-02;2018-06-02
Conférence en images au Foyer Logement du Pré Soleil;Modane;2018-09-15;2018-09-15
Val Cenis Lanslebourg - Eglise Notre Dame de l'Assomption et chapelle St Jean Baptiste;Lanslebourg-Mont-Cenis;2017-09-16;2017-09-17
Les petits secrets de l'Univers;Modane;2018-10-06;2018-10-08
Voir la nuit;Chambéry;2018-10-06;2018-10-07
Digital Lunch #3;Le Bourget-du-Lac;2019-01-29;2019-01-29
Visite libre du musée de la ligne maginot.;Aussois;2018-09-15;2018-09-16
Market Meet-Up;Le Bourget-du-Lac;2018-06-06;2018-06-06
' Un jeu de drame ' : lectures d'archives 1916-1918.;Chambéry;2018-09-16;2018-09-16
Visite guidée de l'église saint Jean-Baptiste.;Pralognan-la-Vanoise;2018-09-16;2018-09-16
Visite commentée : ouverture de la chapelle Bonne Nouvelle.;Saint-Jean-de-Maurienne;2018-09-15;2018-09-15
Visite commentée du potager en 88 carrés et des jardins sauvages.;Saint-Pierre-d'Albigny;2018-09-15;2018-09-16
Visite commentée par le fondateur de 'L'herbier du Granier'.;Les Marches;2018-09-15;2018-09-16
Journée Portes ouvertes Grand lac;Aix-les-Bains;2018-09-15;2018-09-15
Boire de l'eau ? OUI, mais laquelle ?;Cognin;2018-10-06;2018-10-06
Galletti dans l'Ombre, Marconi dans la Lumière !;Saint-Maurice-de-Rotherens;2018-10-14;2018-10-14
Visite libre de l'Espace Alu;Saint-Michel-de-Maurienne;2018-10-14;2018-10-14
La stérilisation centrale;Chambéry;2018-10-13;2018-10-13
Visite commentée exposition : 'Poilus d'ici...Poilus d'ailleurs';Saint-Maurice-de-Rotherens;2018-09-15;2018-09-16
Visite libre de la Cascade du Morel;Aigueblanche;2015-09-19;2015-09-20
Visite libre du 'Lieux de mémoire';Jacob-Bellecombette;2015-09-19;2015-09-20
Exposition 'Le Médaillier de Savoie';Chambéry;2015-09-19;2015-09-20
Visite libre;Argentine;2016-05-21;2016-05-21
Visite commentée 'Découverte du premier réseau de communication au monde';Saint-André;2015-09-20;2015-09-20
Visite guidée de l'ensemble église, prieuré et jardins;Le Bourget-du-Lac;2015-09-19;2015-09-20
Atelier poterie;Chanaz;2015-09-20;2015-09-20
Les coulisses du Phare;Chambéry;2015-09-20;2015-09-20
Orange Bud / Festival Les Sons du Lac / Chateauneuf (73);Chateauneuf;2013-07-05;2013-07-05
Copinage : La Tournée des Bauges - Aquila + Padashti Lista;Saint-François-de-Sales;2015-05-22;2015-05-22
Visite libre du Musée des minéraux amp de la faune;Bourg-Saint-Maurice;2015-09-19;2015-09-20
Du raisin au vin;Saint-Jean-de-la-Porte;2015-09-19;2015-09-20
Visite commentée de l’église;Montvalezan;2015-09-20;2015-09-20
Visite commentée 'l'Astrée et le boulevard de la colonne';Chambéry;2015-09-19;2015-09-19
Jardin naturel et Feng Shui;Vimines;2016-06-03;2016-06-05
jardin 'potager';Saint-Pierre-d'Albigny;2015-06-05;2015-06-07
Promenade dans le jardin de la Faucille;Brison-Saint-Innocent;2016-06-03;2016-06-05
Thibaut Duret;Chambéry;2015-06-21;2015-06-21
Fête du patrimoine à Villard Sallet;Villard-Sallet;2016-09-18;2016-09-18
Visite libre du Sanctuaire de Notre-Dame de la Vie;Saint-Martin-de-Belleville;2016-09-17;2016-09-18
Visite guidée : coopérative laitière de Haute-Tarentaise;Bourg-Saint-Maurice;2016-09-17;2016-09-17
Visite guidée du Musée Opinel;Saint-Jean-de-Maurienne;2016-09-17;2016-09-18
Marimbas;Aix-les-Bains;2016-05-21;2016-05-21
« La route des églises » en Combe de Savoie et Val Coisin;Grésy-sur-Isère;2016-09-17;2016-09-18
Atlas Savoie Mont-Blanc : Fragments;Chambéry;2016-09-16;2016-09-18
Salles basses;Chambéry;2016-09-17;2016-09-18
Sur les pas des Huguenots (Aix-les-Bains);Aix-les-Bains;2016-09-17;2016-09-18
Visite commentée de l'église d'Aussois;Aussois;2016-09-17;2016-09-18
Visite libre audioguidée;Aillon-le-Jeune;2016-09-17;2016-09-18
Eglise Saint Michel;Landry;2016-09-17;2016-09-18
Palais de la mine;Peisey-Nancroix;2016-09-18;2016-09-18
'Entre midi et science' : rencontre-débat autour du thème des déplacements urbains;Chambéry;2016-10-11;2016-10-11
Orgue de la Sainte-Chapelle;Chambéry;2016-09-18;2016-09-18
Visite de l'usine de dépollution des eaux usées de Chambéry;Chambéry;2016-09-17;2016-09-17
L'aluminium sous toutes ses formes;Saint-Jean-de-Maurienne;2016-10-10;2016-10-14
Bal au château;Chambéry;2016-09-16;2016-09-16
Voyages imaginaires dans les terres australes, XVIIIe-XIXe siècles;Chambéry;2016-10-08;2016-10-08
Beaufortain : randonnée commentée sur 'l'eau et ses usages';Beaufort;2016-09-17;2016-09-17
Visite de la vieille ville de Montmélian;Montmélian;2016-09-18;2016-09-18
Visite des collections du Muséum;Chambéry;2017-10-07;2017-10-11
L’eau cette énergie nécessaire;Cognin;2017-10-07;2017-10-08
La Terre est plate !;Chambéry;2017-10-07;2017-10-08
Scène acoustique de la Place Saint Léger;Chambéry;2017-06-21;2017-06-21
Visite commentée;Peisey-Nancroix;2017-09-17;2017-09-17
L'orgue de la Sainte-Chapelle;Chambéry;2017-09-17;2017-09-17
Le Monal, entre nature et patrimoine;Sainte-Foy-Tarentaise;2017-09-16;2017-09-16
Visite libre;Chanaz;2017-09-16;2017-09-17
Visite du centre de tri Valespace;Chambéry;2017-09-16;2017-09-16
Redoute Marie-Thérèse - Fort de l'Esseillon;Avrieux;2017-09-16;2017-09-17
Visite guidée de la galerie Sainte Barbe;Saint-Georges-d'Hurtières;2017-09-16;2017-09-17
Patrimoine des Hurtières;Saint-Alban-d'Hurtières;2017-09-16;2017-09-16
Chapelle Saint Claude;Montgirod;2017-09-16;2017-09-16
Atelier 'Le petit artothécaire';Chambéry;2017-09-16;2017-09-16
La Maurienne : la vallée des énergies d'avenir - LED et Tuiles solaires;Saint-Rémy-de-Maurienne;2017-03-21;2017-03-21
CAUE 73 - Workshop d’architecture - Aix-les-Bains;Aix-les-Bains;2017-10-13;2017-10-14
église Saint-Jean-Pied-Gauthier sur la route des églises en Combe de Savoie;Coise-Saint-Jean-Pied-Gauthier;2017-09-17;2017-09-17
rotonde chambery;Chambéry;2017-09-17;2017-09-17
Exposition Dis-moi Dix Mots sur tous les tons;Chambéry;2018-03-21;2018-03-31
Portes ouvertes du Muséum;Chambéry;2018-05-19;2018-05-19
La Grande semaine de la Petite Enfance;AIX LES BAINS;2018-03-12;2018-03-18
La Grande semaine de la Petite Enfance;VILLARODIN BOURGET;2018-03-12;2018-03-18
HOLOPHONICS;Barberaz;2018-11-22;2018-11-22
[8 et 9 Déc.] - 7ème (An)Art : Festival du film libertaire;Chambéry;2018-12-08;2018-12-09
Nocturne en poésie;Saint-Vital;2019-01-19;2019-01-19
Journées Portes Ouvertes : Agence Gamelon-Viallet Architecte;St.-Jean-de-Maurienne;2018-10-19;2018-10-20
Exposition de gallinacés et de races anciennes;Saint-Pierre-d'Albigny;2019-06-09;2019-06-09
Le petit déj de la French Tech;Le Bourget-du-Lac;2019-03-19;2019-03-19
